duration,packet_count,byte_count,src_bytes,dst_bytes,syn_count,failed_connections,label
1.425,49,26174.7,14409.6,11765.1,3,0,Normal
2.321,39,22222.0,11653.7,10568.3,4,2,Normal
4.03,41,19572.6,11345.2,8227.4,7,0,Normal
0.622,214,53929.9,4841.2,49088.7,78,6,Attack
0.455,201,73642.6,10735.8,62906.9,65,0,Attack
2.486,57,33946.1,14882.0,19064.1,1,0,Normal
1.612,47,28902.7,10925.9,17976.8,4,0,Normal
2.698,45,19851.6,7819.0,12032.6,2,0,Normal
10.494,51,27963.3,19751.6,8211.7,4,0,Normal
0.723,51,33913.1,29697.7,4215.4,3,0,Normal
2.649,186,45053.1,11666.8,33386.3,65,6,Attack
6.952,53,26992.6,15229.1,11763.5,3,2,Normal
1.962,39,21649.1,13565.2,8084.0,1,0,Normal
1.224,202,58089.9,27758.7,30331.2,72,6,Attack
3.585,47,28966.2,12304.4,16661.9,5,1,Normal
1.794,43,22816.0,17338.9,5477.1,2,1,Normal
2.102,174,49571.6,11335.2,38236.4,64,5,Attack
0.212,192,44040.4,2875.2,41165.2,71,4,Attack
2.007,54,23639.0,16527.3,7111.7,4,0,Normal
2.656,59,27851.8,20838.3,7013.5,5,0,Normal
1.294,40,19194.8,7083.2,12111.6,2,0,Normal
1.046,174,67360.6,18874.0,48486.6,55,3,Attack
2.214,46,28030.9,13355.0,14675.9,3,0,Normal
1.893,52,24095.8,12221.1,11874.8,5,0,Normal
1.518,45,27808.7,15649.4,12159.3,2,1,Normal
1.371,41,16656.7,13367.6,3289.1,3,0,Normal
1.945,189,53010.4,8714.9,44295.5,79,7,Attack
1.661,50,23348.6,16085.1,7263.5,4,0,Normal
2.129,45,16214.7,12229.5,3985.3,4,0,Normal
1.902,46,30228.7,21662.9,8565.8,7,0,Normal
0.827,215,66898.0,20522.9,46375.2,73,3,Attack
1.766,41,23545.2,13752.2,9793.0,6,1,Normal
0.97,185,71102.9,13889.1,57213.8,68,6,Attack
0.229,202,17287.2,2112.2,15174.9,78,2,Attack
0.607,46,35847.8,22592.2,13255.7,5,1,Normal
1.054,169,35961.7,12324.2,23637.5,54,3,Attack
4.239,34,14521.2,10351.2,4170.1,4,0,Normal
4.216,46,23957.9,12328.8,11629.1,3,0,Normal
0.775,41,25783.8,14422.5,11361.2,3,0,Normal
0.335,43,23200.2,11323.6,11876.6,2,0,Normal
4.089,50,22026.7,14812.8,7213.9,2,1,Normal
0.858,39,11959.2,4485.3,7473.9,3,0,Normal
7.762,50,29616.3,19397.3,10219.0,5,0,Normal
1.78,42,22348.5,13720.1,8628.4,4,0,Normal
3.122,43,25680.8,16811.3,8869.5,3,1,Normal
1.139,164,64586.1,23793.6,40792.5,52,3,Attack
2.429,48,26925.7,22113.2,4812.5,3,0,Normal
1.225,176,39893.6,19179.8,20713.8,63,3,Attack
1.661,55,31764.8,13462.3,18302.5,5,1,Normal
2.468,53,31845.7,15597.5,16248.2,5,1,Normal
1.551,173,48547.4,16725.0,31822.4,55,2,Attack
0.711,221,65886.1,6146.8,59739.3,80,5,Attack
2.512,48,27266.9,11419.0,15847.9,5,0,Normal
2.15,61,34659.5,30952.2,3707.3,5,0,Normal
2.63,63,33006.6,19445.5,13561.1,3,0,Normal
2.151,41,21146.3,16566.9,4579.4,4,1,Normal
0.59,187,38944.3,14575.4,24368.9,64,4,Attack
4.377,49,25068.5,13040.0,12028.5,2,1,Normal
8.501,44,23446.5,10685.6,12760.9,2,1,Normal
3.493,43,24159.8,16984.3,7175.5,5,1,Normal
3.435,40,26967.6,13956.5,13011.1,3,0,Normal
2.957,53,26966.1,20482.9,6483.2,5,0,Normal
1.788,39,18917.2,14844.8,4072.4,1,1,Normal
3.469,49,31579.6,14459.2,17120.4,3,0,Normal
5.318,206,85813.8,38545.8,47268.1,71,7,Attack
0.103,187,27536.0,1904.0,25632.1,57,2,Attack
1.605,37,20717.1,17835.7,2881.4,5,0,Normal
0.911,179,36363.7,3651.3,32712.4,63,2,Attack
2.893,188,45142.6,3378.0,41764.6,59,4,Attack
0.311,189,39552.6,17371.1,22181.5,70,4,Attack
1.564,38,19605.0,15345.2,4259.9,1,0,Normal
0.368,194,34100.7,11210.2,22890.5,61,2,Attack
3.058,41,17533.0,11219.4,6313.5,2,0,Normal
2.195,44,24901.7,17099.7,7802.0,2,0,Normal
0.121,185,49830.3,22022.6,27807.6,65,3,Attack
8.301,48,17326.6,15370.4,1956.2,8,0,Normal
3.276,55,26782.3,15802.3,10980.0,5,0,Normal
1.205,204,48892.5,3918.4,44974.1,75,5,Attack
1.606,46,25685.4,17796.1,7889.3,4,0,Normal
5.355,47,19178.2,7007.6,12170.6,4,1,Normal
1.997,48,25158.0,15846.5,9311.4,1,0,Normal
2.255,39,24323.4,15226.3,9097.1,0,0,Normal
3.2,56,34745.0,20328.7,14416.3,8,0,Normal
0.058,191,49167.8,16672.7,32495.1,73,3,Attack
0.511,199,34849.5,17207.9,17641.5,66,1,Attack
0.597,44,20185.1,12894.3,7290.8,3,1,Normal
3.103,43,22843.5,11219.3,11624.1,4,1,Normal
0.907,52,35338.1,22916.0,12422.1,4,1,Normal
2.138,50,25247.0,20895.5,4351.5,7,0,Normal
2.467,39,24772.6,22293.5,2479.2,3,0,Normal
0.426,178,16086.0,1425.3,14660.6,64,5,Attack
1.718,53,28130.8,17736.7,10394.1,3,0,Normal
2.114,222,87547.8,42256.5,45291.3,77,1,Attack
2.261,171,39838.9,15017.0,24821.9,50,7,Attack
0.361,184,55647.0,25640.4,30006.7,59,3,Attack
0.248,210,81427.3,34880.4,46546.9,80,1,Attack
1.245,190,25668.0,9247.8,16420.2,67,4,Attack
3.589,44,21660.5,12801.1,8859.4,2,0,Normal
0.53,48,20909.4,17557.6,3351.8,1,0,Normal
0.185,174,48268.5,12685.7,35582.8,59,3,Attack
1.338,200,38514.0,2888.6,35625.4,72,5,Attack
3.675,49,23538.6,13614.6,9924.0,8,0,Normal
2.434,47,27141.0,19722.2,7418.8,5,1,Normal
0.387,179,50781.7,10362.4,40419.3,59,6,Attack
1.273,183,7320.0,416.8,6903.2,55,0,Attack
0.855,217,49883.5,20456.2,29427.3,73,4,Attack
4.23,44,24175.9,19809.1,4366.7,2,0,Normal
2.318,50,26631.7,23486.3,3145.5,4,0,Normal
2.761,51,29047.8,14241.9,14805.9,5,0,Normal
2.004,42,22931.6,20453.0,2478.6,3,2,Normal
0.281,185,40667.1,17003.9,23663.2,63,3,Attack
1.068,35,13107.5,9483.4,3624.1,0,0,Normal
0.345,176,54184.1,13673.7,40510.4,65,5,Attack
1.517,56,29672.4,13748.8,15923.7,2,0,Normal
2.546,38,23758.3,9688.5,14069.8,3,1,Normal
2.998,50,29395.5,20444.7,8950.7,2,0,Normal
5.359,39,22186.5,13286.3,8900.2,2,0,Normal
0.379,32,18515.7,14495.8,4019.9,2,1,Normal
3.284,47,25820.5,23231.6,2588.9,4,0,Normal
0.396,55,22719.8,11211.0,11508.8,4,0,Normal
2.623,57,31342.9,19536.2,11806.7,5,1,Normal
2.345,60,33569.9,21142.2,12427.7,3,1,Normal
0.714,49,28383.3,22305.2,6078.1,4,0,Normal
0.757,203,81411.5,10441.7,70969.8,65,5,Attack
3.57,40,18194.3,14555.1,3639.2,1,0,Normal
3.159,43,25334.1,21484.6,3849.5,4,0,Normal
3.859,48,30990.9,23998.9,6992.0,1,0,Normal
1.989,41,24269.5,15947.0,8322.5,3,1,Normal
1.517,34,15127.2,8682.8,6444.3,3,0,Normal
0.109,152,63110.0,12183.6,50926.3,60,4,Attack
1.666,51,23090.3,13074.8,10015.5,4,0,Normal
2.991,42,18924.8,10332.3,8592.5,4,0,Normal
1.527,207,79502.8,35261.4,44241.3,69,6,Attack
0.273,172,47988.4,10121.3,37867.1,62,3,Attack
1.925,194,46290.7,2847.4,43443.3,67,6,Attack
1.295,41,23028.0,20192.2,2835.8,6,0,Normal
3.158,55,24069.7,21253.5,2816.2,5,0,Normal
2.455,40,15523.0,7328.9,8194.0,0,2,Normal
0.471,180,12154.0,4756.8,7397.3,51,5,Attack
1.448,59,26562.3,15128.2,11434.1,1,1,Normal
0.867,211,63099.0,24569.2,38529.8,75,3,Attack
1.408,46,16963.4,10850.6,6112.8,4,1,Normal
1.19,192,46916.1,9043.2,37872.8,68,2,Attack
1.325,40,14810.6,13260.1,1550.4,3,0,Normal
0.072,186,47695.4,8577.6,39117.8,59,5,Attack
2.951,47,25879.6,9423.7,16455.9,3,0,Normal
0.685,203,70537.3,11178.2,59359.1,63,2,Attack
2.872,67,33889.8,20385.9,13503.9,9,0,Normal
0.943,44,29831.6,20463.9,9367.7,7,1,Normal
1.306,35,11969.0,4475.0,7494.0,2,1,Normal
2.396,40,15616.8,6840.6,8776.3,2,2,Normal
2.474,47,25897.0,19369.5,6527.5,2,0,Normal
5.736,50,26035.7,9761.0,16274.8,3,0,Normal
11.307,44,22632.6,9420.6,13212.0,4,0,Normal
0.16,36,15399.3,5471.6,9927.7,1,1,Normal
0.661,208,69463.5,16741.0,52722.4,64,4,Attack
2.091,55,30355.5,12680.7,17674.9,2,0,Normal
1.697,42,23626.1,17364.5,6261.6,2,0,Normal
13.4,54,22954.5,11965.4,10989.2,4,0,Normal
4.475,38,17855.0,9460.9,8394.2,6,0,Normal
1.075,47,26659.6,14991.2,11668.4,3,0,Normal
3.99,44,21165.4,8926.6,12238.7,1,2,Normal
8.703,54,35729.8,19912.4,15817.4,6,1,Normal
1.26,199,77816.3,38205.4,39611.0,67,5,Attack
1.912,187,55022.9,17970.5,37052.4,64,4,Attack
0.959,42,22633.9,12260.3,10373.6,4,0,Normal
2.316,45,21854.6,12745.1,9109.5,5,1,Normal
2.499,39,26515.2,13135.0,13380.2,4,1,Normal
0.634,46,18358.7,7058.7,11300.0,0,0,Normal
2.977,39,17699.9,10570.4,7129.5,3,1,Normal
9.302,42,19120.0,11708.1,7411.9,2,0,Normal
2.715,180,49686.5,6696.7,42989.8,56,4,Attack
0.907,197,23145.3,2591.1,20554.2,77,2,Attack
3.002,43,20310.8,16618.1,3692.7,5,1,Normal
1.414,214,35068.7,10685.0,24383.7,82,3,Attack
2.043,55,28322.8,20040.4,8282.4,2,1,Normal
4.199,36,15114.7,11752.7,3362.0,5,0,Normal
5.246,40,23758.6,10436.7,13322.0,5,0,Normal
5.769,54,27275.7,11405.0,15870.7,5,0,Normal
1.126,186,88032.1,40416.4,47615.7,68,4,Attack
2.694,38,15354.3,10896.0,4458.3,2,0,Normal
0.41,185,75388.5,14429.2,60959.4,58,2,Attack
3.964,38,13888.1,6561.9,7326.3,1,0,Normal
2.1,192,79202.3,37716.8,41485.5,62,3,Attack
7.472,47,18994.2,14281.5,4712.7,2,0,Normal
0.145,189,34464.4,13034.1,21430.3,79,4,Attack
1.197,39,17657.7,10798.0,6859.7,4,0,Normal
2.389,40,20247.9,17997.9,2250.0,4,0,Normal
2.205,44,28025.7,23427.9,4597.8,1,1,Normal
0.299,190,87646.6,29338.3,58308.3,78,3,Attack
0.477,205,54052.9,24108.1,29944.8,64,4,Attack
4.012,45,28611.8,21589.3,7022.4,3,1,Normal
1.539,176,48787.0,21211.7,27575.3,69,2,Attack
2.312,163,29175.1,9401.9,19773.2,60,5,Attack
4.168,180,51350.5,12152.9,39197.7,58,2,Attack
0.855,47,27088.6,11419.1,15669.5,4,0,Normal
3.339,53,24907.9,21084.5,3823.4,4,1,Normal
0.75,49,27320.6,9970.0,17350.6,6,0,Normal
1.974,48,17832.9,11046.4,6786.5,7,0,Normal
1.429,182,40347.3,10213.3,30134.1,73,3,Attack
1.863,51,22497.6,9600.4,12897.2,7,1,Normal
1.732,35,15036.6,10920.0,4116.6,2,0,Normal
1.337,51,27805.1,16743.3,11061.8,8,1,Normal
0.005,200,61874.1,9292.1,52582.0,68,2,Attack
10.171,34,17749.8,14842.3,2907.5,5,0,Normal
1.986,47,23322.7,8880.2,14442.5,3,0,Normal
2.207,178,17599.6,5119.0,12480.6,73,2,Attack
1.416,198,46676.0,7516.7,39159.4,69,3,Attack
7.544,54,32713.3,27421.7,5291.7,1,0,Normal
4.557,48,27975.1,22231.1,5744.0,4,0,Normal
0.612,202,70766.4,18060.2,52706.2,68,1,Attack
1.199,195,69733.4,14846.0,54887.4,79,7,Attack
1.79,51,28653.3,19892.6,8760.7,2,0,Normal
0.482,41,23826.3,14591.7,9234.6,4,0,Normal
0.55,177,7080.0,1760.8,5319.2,63,5,Attack
1.05,200,37760.4,16301.0,21459.4,71,2,Attack
3.138,43,15558.2,13717.7,1840.4,5,2,Normal
0.487,172,61963.2,14083.9,47879.3,50,6,Attack
0.918,39,20600.4,11448.2,9152.2,4,0,Normal
1.128,45,24262.5,16286.9,7975.6,2,0,Normal
0.101,204,40842.4,13316.0,27526.4,68,5,Attack
4.773,41,25228.3,20551.5,4676.8,4,0,Normal
0.787,192,54836.0,9576.3,45259.7,63,4,Attack
3.755,40,26156.7,9477.2,16679.5,5,1,Normal
1.398,187,67718.1,26896.0,40822.1,67,3,Attack
3.335,42,25641.5,17111.5,8530.0,4,0,Normal
1.343,39,23157.4,9904.3,13253.2,4,0,Normal
0.525,171,68816.9,5636.6,63180.3,53,3,Attack
0.388,191,78232.9,19784.8,58448.1,64,4,Attack
0.722,169,33440.5,8556.8,24883.7,55,3,Attack
0.688,177,19237.4,1983.0,17254.4,64,5,Attack
1.195,48,29678.6,14593.3,15085.4,6,1,Normal
1.43,179,7160.0,3158.3,4001.7,67,5,Attack
2.004,208,55979.0,16186.4,39792.6,78,5,Attack
0.342,183,41217.7,14139.8,27078.0,55,3,Attack
4.726,39,25358.9,9695.6,15663.3,5,0,Normal
3.274,56,35242.7,27005.2,8237.5,3,0,Normal
0.279,186,61446.2,25674.7,35771.5,75,4,Attack
2.306,39,18615.1,12607.0,6008.1,1,0,Normal
6.539,51,30225.7,15755.5,14470.2,5,0,Normal
2.287,51,27703.4,23658.4,4045.0,1,2,Normal
0.133,211,56183.4,22793.3,33390.2,80,5,Attack
3.268,48,29421.1,13014.8,16406.2,8,2,Normal
3.046,45,21419.9,17558.9,3861.0,1,0,Normal
2.106,43,17382.5,11137.5,6245.0,2,1,Normal
0.492,47,26173.9,14297.1,11876.8,3,0,Normal
0.649,195,62646.6,17001.2,45645.4,65,5,Attack
4.466,34,17774.4,7707.3,10067.1,2,0,Normal
0.016,192,45255.8,13756.6,31499.3,61,4,Attack
0.611,189,30538.2,2478.8,28059.4,69,3,Attack
1.878,183,59983.9,9986.6,49997.3,56,2,Attack
0.92,163,6520.0,1138.5,5381.5,64,3,Attack
2.159,41,24166.6,11706.8,12459.8,2,1,Normal
1.944,42,19974.4,8119.2,11855.2,6,0,Normal
4.966,49,26154.4,23307.3,2847.1,4,0,Normal
10.727,43,19327.2,14448.2,4879.0,5,0,Normal
2.642,48,31650.5,21488.9,10161.6,6,1,Normal
7.565,38,22560.8,18080.1,4480.8,3,3,Normal
2.087,47,23647.3,17950.1,5697.2,4,1,Normal
0.933,35,16936.6,11006.2,5930.4,1,0,Normal
0.279,184,64240.5,26763.2,37477.4,53,5,Attack
0.7,184,41137.6,20148.0,20989.6,60,3,Attack
6.44,42,28208.5,14927.5,13281.0,1,0,Normal
0.501,188,60775.3,5874.2,54901.1,57,1,Attack
2.812,215,44200.7,3189.5,41011.3,89,3,Attack
1.878,57,31561.8,26826.0,4735.8,4,0,Normal
5.935,42,18194.5,9423.7,8770.9,3,0,Normal
2.762,35,18246.9,8204.1,10042.8,2,2,Normal
3.195,50,24363.0,21498.5,2864.5,6,0,Normal
1.692,169,36834.1,12267.1,24566.9,53,4,Attack
1.28,47,21861.7,14126.3,7735.4,2,0,Normal
2.579,48,18016.7,10850.0,7166.6,4,1,Normal
6.023,46,32793.4,17197.5,15595.9,5,0,Normal
4.931,180,16120.0,7741.7,8378.3,74,4,Attack
8.118,45,25026.9,21594.8,3432.1,5,0,Normal
1.762,195,68481.5,23659.1,44822.4,56,6,Attack
0.138,211,70936.9,32929.1,38007.8,76,3,Attack
1.982,43,28247.3,15081.6,13165.7,2,0,Normal
0.218,48,28828.0,21604.1,7223.9,5,0,Normal
4.329,39,21506.6,18281.0,3225.6,2,0,Normal
3.06,49,28997.0,18724.5,10272.5,2,1,Normal
0.458,212,55906.7,25301.2,30605.5,65,5,Attack
1.119,27,12213.1,6844.8,5368.3,2,0,Normal
3.006,44,28914.6,20983.1,7931.5,2,1,Normal
5.068,51,14337.8,7369.9,6967.9,5,0,Normal
2.198,33,14753.1,8351.5,6401.6,6,0,Normal
2.32,54,23067.6,9424.7,13642.9,5,0,Normal
0.819,46,27066.3,14260.1,12806.2,2,0,Normal
2.876,186,45028.9,6964.5,38064.4,54,4,Attack
1.072,200,48403.2,16572.7,31830.5,83,2,Attack
1.343,187,57197.2,25332.5,31864.8,57,1,Attack
0.25,179,71243.7,22854.5,48389.2,51,5,Attack
1.072,175,54324.1,19963.4,34360.7,50,7,Attack
1.22,183,13683.8,6410.8,7273.0,71,1,Attack
3.026,165,38369.3,7134.0,31235.2,59,4,Attack
2.103,199,53846.6,24006.6,29840.0,70,6,Attack
0.098,195,7800.0,2334.8,5465.2,65,2,Attack
2.931,55,27446.1,14942.0,12504.1,9,0,Normal
1.058,38,17430.2,13829.5,3600.7,0,0,Normal
0.917,62,32190.3,21277.5,10912.9,5,1,Normal
2.126,53,24864.2,12186.5,12677.7,1,0,Normal
0.156,198,69598.4,7755.1,61843.3,69,1,Attack
3.423,47,31953.6,23692.1,8261.4,4,1,Normal
1.311,198,42599.3,3381.0,39218.3,79,3,Attack
2.978,45,21815.7,15173.4,6642.3,1,0,Normal
3.529,50,25980.7,14717.1,11263.6,5,0,Normal
8.433,39,26040.9,12923.4,13117.5,6,2,Normal
0.488,34,22476.7,8598.2,13878.5,4,0,Normal
1.97,186,29524.5,6084.2,23440.3,71,4,Attack
3.33,46,26777.8,20638.8,6139.0,2,0,Normal
0.854,205,78580.9,32256.0,46324.9,70,2,Attack
2.506,55,29459.2,19607.5,9851.8,8,2,Normal
0.366,188,46469.6,18223.0,28246.6,70,5,Attack
4.365,46,23462.5,16521.7,6940.7,2,0,Normal
3.22,48,25349.4,22134.3,3215.0,4,2,Normal
1.948,51,31642.0,23991.8,7650.1,9,0,Normal
1.921,41,26082.8,22275.1,3807.8,4,0,Normal
2.959,57,28918.2,23411.1,5507.1,5,0,Normal
0.674,171,26720.5,5794.2,20926.3,52,3,Attack
3.208,48,25915.1,12966.3,12948.8,6,0,Normal
0.477,196,36503.9,1916.5,34587.4,73,9,Attack
2.034,188,66828.2,11632.7,55195.5,61,3,Attack
4.564,235,76879.9,38311.9,38568.0,89,3,Attack
4.262,44,22959.1,18724.8,4234.3,2,0,Normal
3.874,50,22685.8,10976.4,11709.4,7,0,Normal
0.142,46,26218.3,19825.4,6393.0,2,1,Normal
3.918,34,18330.5,15588.0,2742.5,1,0,Normal
4.742,33,12977.7,7799.2,5178.5,0,0,Normal
1.786,56,24489.3,20581.7,3907.6,6,1,Normal
0.351,194,16617.2,8032.1,8585.1,67,7,Attack
0.67,191,51479.3,15372.2,36107.1,58,6,Attack
2.639,49,29365.0,10898.2,18466.8,9,0,Normal
0.372,201,42812.3,14586.5,28225.8,59,3,Attack
0.041,197,58458.3,6878.9,51579.4,76,3,Attack
3.879,59,38991.5,35026.3,3965.2,6,0,Normal
12.601,45,17013.3,13592.4,3420.8,1,0,Normal
3.161,189,63779.3,12388.2,51391.1,58,3,Attack
1.717,202,40731.1,4053.9,36677.2,68,3,Attack
2.293,43,22883.9,17394.7,5489.2,3,0,Normal
1.618,33,13613.7,6030.5,7583.3,2,0,Normal
3.085,55,25747.2,15066.8,10680.4,2,1,Normal
1.17,47,21146.5,8859.6,12286.9,3,1,Normal
2.565,170,62294.3,29617.1,32677.2,64,3,Attack
2.015,184,43478.7,12550.1,30928.7,63,6,Attack
0.613,190,41535.1,9941.9,31593.2,61,3,Attack
2.257,55,31547.2,17830.6,13716.6,4,0,Normal
1.006,44,28527.5,22516.8,6010.7,3,0,Normal
1.229,207,51260.5,6830.6,44429.9,68,4,Attack
0.35,43,28864.1,16118.0,12746.1,4,0,Normal
1.351,183,33733.4,16838.6,16894.8,69,4,Attack
2.165,159,58793.9,13080.6,45713.3,62,2,Attack
2.032,49,19716.8,7161.7,12555.1,2,1,Normal
0.638,44,24227.6,10019.8,14207.8,6,0,Normal
5.386,40,26275.5,22875.5,3400.0,0,1,Normal
2.522,47,20980.9,7618.0,13362.9,4,0,Normal
3.375,49,23239.9,18929.0,4310.9,6,1,Normal
1.023,42,19950.4,10915.3,9035.2,4,0,Normal
3.595,40,21364.1,13214.5,8149.6,6,0,Normal
3.367,61,37972.4,23011.0,14961.4,7,1,Normal
0.9,48,27148.9,23485.1,3663.8,3,0,Normal
0.683,47,26044.7,13800.0,12244.6,2,0,Normal
0.421,189,7560.0,1045.5,6514.5,59,3,Attack
1.253,186,58253.7,26936.6,31317.2,61,4,Attack
5.133,37,21267.5,18097.9,3169.5,4,0,Normal
2.39,189,54545.6,25260.5,29285.0,64,2,Attack
0.483,179,12440.4,4772.0,7668.4,60,1,Attack
0.454,175,50226.1,14315.1,35911.0,60,3,Attack
6.389,53,36437.6,19803.4,16634.2,4,0,Normal
0.025,178,7517.2,676.5,6840.7,63,4,Attack
1.859,55,34024.3,21793.5,12230.8,2,1,Normal
3.694,40,22588.2,11377.5,11210.7,4,0,Normal
0.58,190,74687.7,28735.5,45952.2,62,6,Attack
5.917,40,25199.2,19135.0,6064.2,5,0,Normal
6.939,42,20036.6,11690.7,8345.9,3,0,Normal
1.874,52,25986.6,22559.9,3426.7,3,0,Normal
0.511,49,24640.2,12345.2,12294.9,5,1,Normal
2.796,43,22130.2,11806.5,10323.8,5,1,Normal
3.572,49,24685.6,8675.0,16010.6,1,2,Normal
1.413,200,41661.3,10952.1,30709.2,75,2,Attack
3.101,174,69400.7,8052.6,61348.1,62,4,Attack
1.292,182,64350.0,26451.3,37898.7,72,5,Attack
3.12,54,28834.3,23000.7,5833.6,3,1,Normal
1.101,193,85497.5,32076.3,53421.2,58,3,Attack
2.196,35,14470.0,7911.7,6558.3,2,0,Normal
5.373,51,27049.5,10015.6,17033.9,3,2,Normal
2.342,37,19966.3,12822.9,7143.4,4,0,Normal
1.478,57,27323.0,12529.4,14793.5,8,2,Normal
6.323,47,27432.5,15198.0,12234.5,5,0,Normal
0.457,48,22117.1,9392.8,12724.4,2,0,Normal
2.593,193,56059.3,22302.5,33756.8,78,4,Attack
0.907,50,25618.0,12192.0,13426.1,2,0,Normal
7.847,41,20968.3,10503.6,10464.8,3,0,Normal
6.586,38,23334.1,16866.8,6467.3,4,0,Normal
1.357,42,19661.3,15946.7,3714.6,6,0,Normal
1.098,179,23852.2,7444.6,16407.6,68,4,Attack
0.19,189,53016.0,6929.5,46086.5,60,2,Attack
2.362,170,46661.4,20648.9,26012.5,62,4,Attack
2.237,44,23839.4,17390.0,6449.3,1,0,Normal
4.491,42,18497.4,15799.6,2697.8,2,2,Normal
5.359,174,35726.1,15436.4,20289.7,61,5,Attack
1.557,53,25360.1,17985.9,7374.2,4,0,Normal
2.019,192,56572.4,23746.6,32825.8,71,4,Attack
2.276,194,46122.5,19313.4,26809.1,69,2,Attack
3.119,38,17423.6,9495.6,7928.1,1,1,Normal
2.786,47,19772.3,11573.8,8198.5,2,0,Normal
0.511,182,47585.7,6925.9,40659.8,56,3,Attack
0.531,37,19062.8,12972.7,6090.1,4,0,Normal
1.278,197,39721.3,10684.2,29037.0,65,1,Attack
1.868,220,55178.7,24605.9,30572.7,72,3,Attack
1.952,39,17944.1,9199.4,8744.7,3,0,Normal
1.995,197,21663.9,1185.4,20478.6,62,4,Attack
3.757,45,27869.9,15108.2,12761.7,5,1,Normal
1.714,41,19565.1,10666.9,8898.2,6,1,Normal
2.975,44,28774.9,25334.8,3440.1,2,0,Normal
2.638,52,28632.8,13675.4,14957.4,3,0,Normal
2.295,54,30568.6,19890.3,10678.3,5,0,Normal
3.896,47,30074.1,18411.5,11662.6,4,1,Normal
0.814,192,38978.0,3096.3,35881.8,60,6,Attack
0.157,173,40344.3,9407.7,30936.5,56,4,Attack
3.258,39,30289.5,13475.2,16814.2,3,0,Normal
1.8,50,29752.0,22555.8,7196.2,2,1,Normal
1.442,53,31702.3,25644.7,6057.6,2,1,Normal
10.556,44,25966.4,10447.3,15519.2,4,0,Normal
0.794,166,13975.5,5808.5,8167.0,44,6,Attack
0.895,42,19250.5,17137.1,2113.5,5,0,Normal
1.185,45,19583.4,13564.5,6018.9,4,0,Normal
2.56,50,27455.5,23051.4,4404.2,3,1,Normal
2.09,194,90717.9,24989.3,65728.6,58,5,Attack
0.995,46,23288.5,11982.6,11306.0,2,1,Normal
1.154,46,25788.2,12867.7,12920.5,3,0,Normal
0.042,186,9207.3,3547.6,5659.7,66,2,Attack
5.978,50,22070.2,13013.2,9057.0,5,1,Normal
8.292,45,19932.0,11735.6,8196.4,3,0,Normal
1.936,189,46011.8,11428.4,34583.3,70,4,Attack
0.214,202,23971.9,4578.5,19393.4,74,4,Attack
3.719,48,29969.6,19502.7,10466.9,2,0,Normal
7.833,39,21754.0,16668.2,5085.8,1,0,Normal
0.153,190,54507.8,10258.3,44249.5,53,4,Attack
0.347,196,69470.5,8554.8,60915.7,72,3,Attack
1.759,45,21450.3,8608.9,12841.4,3,2,Normal
2.522,29,14841.7,11451.1,3390.6,0,1,Normal
2.6,59,26217.8,17356.0,8861.8,5,1,Normal
2.379,49,21732.9,8091.9,13641.0,4,0,Normal
0.145,45,19791.7,9121.1,10670.6,5,0,Normal
0.28,201,25407.4,7722.2,17685.2,68,7,Attack
6.577,51,27349.7,19451.5,7898.2,4,1,Normal
2.667,172,45665.3,22341.8,23323.5,53,5,Attack
0.095,189,15977.7,7829.8,8148.0,77,2,Attack
2.859,46,29898.2,16917.2,12980.9,5,0,Normal
0.175,51,29765.5,14080.8,15684.7,4,1,Normal
4.471,37,22866.5,15686.2,7180.3,6,0,Normal
2.224,42,17426.2,11371.8,6054.4,5,0,Normal
1.689,179,50235.1,20182.8,30052.2,50,5,Attack
0.532,50,29546.8,20111.6,9435.2,7,0,Normal
1.128,46,24826.3,14425.8,10400.5,5,0,Normal
1.105,177,33704.7,5041.6,28663.1,51,5,Attack
2.688,40,18998.1,16551.8,2446.3,4,1,Normal
2.491,64,35595.5,23654.9,11940.7,3,0,Normal
1.989,185,25209.3,5029.4,20179.9,58,5,Attack
3.593,44,22278.0,14078.3,8199.6,2,0,Normal
1.245,53,25457.7,14291.4,11166.3,2,0,Normal
0.569,176,45157.5,19929.4,25228.1,66,4,Attack
3.148,45,22656.2,11223.3,11432.9,5,1,Normal
0.057,172,33439.4,11811.0,21628.4,69,7,Attack
0.645,183,50764.3,17291.6,33472.7,58,4,Attack
1.532,198,46891.5,18515.7,28375.8,81,3,Attack
1.401,203,49577.3,18654.7,30922.5,66,3,Attack
1.069,54,30600.8,16390.2,14210.6,4,1,Normal
4.596,52,30460.5,10830.5,19630.0,1,0,Normal
5.132,52,25066.1,16997.8,8068.3,3,0,Normal
1.457,195,54807.2,20768.4,34038.8,59,2,Attack
0.127,187,44084.3,12571.7,31512.6,69,3,Attack
4.449,191,9777.6,1135.0,8642.6,83,3,Attack
1.357,47,33799.6,28786.3,5013.3,5,0,Normal
3.079,31,18047.3,6583.9,11463.4,2,0,Normal
3.576,49,28062.9,12454.2,15608.7,3,1,Normal
0.978,61,33297.2,27860.9,5436.3,6,0,Normal
2.674,38,22471.4,16043.8,6427.5,1,1,Normal
1.66,194,79587.6,16858.6,62729.0,58,5,Attack
0.511,182,55331.2,18788.4,36542.8,78,3,Attack
3.115,50,25600.6,14655.0,10945.6,2,0,Normal
